slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity
2,11.0,18.967811379227317,4.795025316847543,7.49306021756866,4.393203515919249,5.363424257909256,0.5736466282291767,33.41294948604322,0.9596231493943472
3,11.0,31.65956163464697,-2.4711745719964986,7.955868871088743,5.347591431524112,7.51701247023867,0.7027900301788701,1.6900842503962503,0.94276875483372
4,11.0,32.18969666943203,-4.407571502421071,8.40758231124747,5.619760881977386,7.373474305962032,0.6473911800968348,5.107772507099638,0.919378698224852
5,10.0,33.58345535325658,-1.0243746072614288,8.84821626401199,5.239683407965692,8.29205902590857,0.77505752565454,1.7749125194839843,0.9341445955619184
6,10.0,31.49270738908025,4.154291032790405,9.27779246030409,5.260512823160798,7.531308356240166,0.7156249179564488,3.4648181710607524,0.9562101910828026
7,10.0,30.634798239263223,7.556687615297932,9.696338124351795,5.126518992540836,7.52276135115511,0.7318492160862227,2.003566878157001,0.9670510708401976
8,10.0,34.19278611950365,9.212956224077638,10.103885476879102,5.51683742531197,7.670302122276561,0.6947562648417246,2.782735367469992,0.970632530120482
9,10.0,35.39556162856084,9.15987612520294,10.500471254129064,5.616013732816248,7.847263450456355,0.6984446533378253,1.0272124776940168,0.9577363896848138
10,10.0,30.46005772866005,8.292996821266255,10.886136243513,5.211160821072432,7.366343837406045,0.7067861784972943,3.3965652695334407,0.9511993382961124
11,10.0,29.85699969213877,7.502048848293162,11.260924836492014,5.184588963252585,7.249339549760556,0.6989406273228382,0.2437287653504156,0.9301745635910224
12,10.0,29.864387811318117,6.78823447311001,11.624884599126684,5.348371434024563,7.159452925671682,0.6647845907081507,11.545829695934204,0.9711129991503824
13,10.0,27.99589926433065,6.152516840585016,11.978065860576187,5.383859509062262,6.56464646146635,0.5721800292612667,38.17314950003679,0.958744394618834
14,10.0,26.862755812836312,5.595654520792197,12.32052131968927,5.490765281514313,6.269084643082695,0.4825896661561794,6.340146448709676,0.949074074074074
15,10.0,33.570804986010586,5.118234056378819,12.652305669705552,5.530627182155501,7.772666593829264,0.7026384358956289,3.218162314319462,0.9363241678726484
16,10.0,30.43464212989984,4.720699700116333,12.973475240976104,5.473500314013193,7.006362520939182,0.624259233176129,3.867807768303387,0.9822485207100592
17,10.0,29.78761461497185,4.388612597392443,13.284087661516404,5.277019247840325,7.050550444902384,0.6631870418327601,7.320110815316896,0.9359933499584372
18,10.0,30.379102311143143,4.1074004627950815,13.58420153512196,5.217369273716829,7.230771363477109,0.6923626705773808,12.196328339198738,0.9598997493734336
19,10.0,30.96722516352555,3.877189151699257,13.873876136705826,5.330111546320453,7.202215826936392,0.6725361201109419,9.12028600170266,0.9797639123102868
20,10.0,30.314948635013987,3.698072639869365,14.153171124457897,5.442142405940499,7.081135721065076,0.6398021759981996,0.9997459040984386,0.9764309764309764
21,10.0,30.89862483866123,3.5701183903945823,14.422146268376183,5.369913879494933,7.288120050068085,0.6761080350915335,2.352138342368384,0.9394422310756972
22,10.0,32.82677808750932,3.4933715594457397,14.680861194681034,5.9754001314799625,7.003201334855006,0.5215234039717807,4.069933328268956,0.982985305491106
23,10.0,31.00401467844456,3.4678580155966108,14.929375145591704,5.797782831397629,6.905550982165706,0.5432336413282445,33.1920675241545,0.9648562300319488
24,10.0,32.09644723041019,3.4935861564177757,15.167746753921834,5.4879626545993885,7.482344849981123,0.6797393924708439,3.0623816840652767,0.967238689547582
25,10.0,33.20895019836091,3.5705475132780125,15.396033831934105,5.717984075793755,7.355714966799456,0.6290667157274076,5.292552702583517,0.9509293680297398
26,10.0,32.55219694766933,3.698716141457723,15.614293173884722,5.611445019880176,7.314807693498085,0.6414871914783999,5.264859049743405,0.96972049689441
27,10.0,32.509452453097694,3.8780467984945264,15.822580371684367,5.362291928354487,7.570022186595798,0.7058536940305357,6.164146794186995,0.9422632794457276
28,10.0,34.3032058336206,4.108471919853575,16.020949643103087,5.41867559327449,7.9335950014465695,0.730415859769362,3.4110992018983186,0.9609432571849668
29,10.0,35.47866517004696,4.389897408247916,16.209453671952218,5.67571028749374,7.830078269515592,0.6888974877185241,2.834365133331109,0.9656406585540444
30,10.0,33.59458832293763,4.722197261908146,16.388143459685676,5.268404040465601,7.933412416784031,0.7476643349914569,2.0949467930975154,0.968181818181818
31,9.0,34.763026085845034,5.105207078454909,16.557068187875547,5.429788999257214,8.034780979699107,0.7370992932220385,1.2433104116377474,0.9873228933631618
32,9.0,36.00758655804894,5.454331455536547,16.716275091032692,5.474087081108688,8.490314476563547,0.7643986904784874,0.6690165910791579,0.9706908583391486
33,9.0,33.70951507045547,5.685339576876007,16.86580933926099,5.674753944155987,7.674006514032605,0.6731827778562144,10.524702662806538,0.9261887863733144
34,9.0,36.13934311797285,5.79849913918661,17.00571393025427,5.671860312777331,8.133104010812133,0.7167031290130681,1.2927048912824115,0.9435374149659864
35,9.0,37.88537667464085,5.793948152539285,17.136029590166775,5.387067454584532,8.957453952592754,0.7989442331266308,1.0687992875489185,0.9585798816568049
36,9.0,37.11994746179792,5.671680979386758,17.25679468291173,5.648208278192407,8.467740763135941,0.745034886278006,1.1181063924355756,0.9479235332893868
37,9.0,36.40073155676816,5.43154889467154,17.36804512746722,5.546071764946367,8.329462892953531,0.7460974432302476,1.918158960029324,0.9640138408304498
38,9.0,36.399500099375935,5.073275176539973,17.469814322794477,5.4614592714018375,8.364320719566251,0.757404405328765,0.4681092702047748,0.95922598479613
39,9.0,38.8318973027223,4.596484975291358,17.562133079999946,5.811992113192212,8.438565926055675,0.7250078942380609,8.631843348005308,0.9573918657198192
40,9.0,34.58891083498086,4.126376877680953,17.645029561400214,5.692425311165327,7.609906353670578,0.6636682130933576,25.676847927104063,0.9712177121771216
41,9.0,35.80105283271849,3.7887678814620713,17.718529226176287,5.66437628148322,7.86830001991019,0.6940807229856985,1.3293158682692967,0.97008547008547
42,9.0,30.941574099178844,3.584011683742947,17.782654782331825,5.253183050191064,7.254534711272895,0.6896709942699091,13.871248464855505,0.9593360995850624
43,9.0,35.78578604459839,3.512300538715284,17.837426144698615,5.893163560292615,7.578292609161555,0.6287146393547407,12.755540275856504,0.9748382458662832
44,9.0,29.10369001169605,3.573697795471081,17.88286039876089,5.547585927714885,6.542898606614525,0.5301920989106166,32.0446306749633,0.9674868189806678
45,9.0,35.75740435017563,3.76814934346848,17.918971770099215,6.186331431959819,7.255274240710313,0.5224573863255485,8.07019915647927,0.9728765167737332
46,9.0,35.73730815334032,4.095473811675373,17.945771599283162,5.774488361618263,7.709485387555993,0.6625590954419285,5.871326940451927,0.9600855310049892
47,9.0,31.47856437148014,4.464708120268782,17.963268322071382,5.658551955165136,6.93962230907918,0.5789030984263536,20.613902112318648,0.9785478547854786
48,9.0,35.697965761320376,4.785158671978796,17.971467454806124,5.952387311116658,7.531219940204997,0.6126422549627543,3.673226669309005,0.95572733661279
49,9.0,38.10274841835119,5.056936616526888,17.970371584918933,6.034457684350279,7.884102978216369,0.6435615780629643,2.1317484861542573,0.9647371922821024
50,9.0,37.48706564445225,5.280148009889761,17.959980366492594,5.851657964295118,8.082804660621155,0.6898392107798761,4.552842278258332,0.9732510288065844
51,9.0,35.667263176547884,5.454888018892728,17.940290520853903,5.627792352965314,8.014067210925353,0.711942193238248,3.325891300309252,0.9437890353920888
52,9.0,35.06155078494095,5.58123620280797,17.91129584220061,5.580760361672055,7.906070617332387,0.7083296620746848,2.911968033512553,0.9570815450643776
53,9.0,36.274330212621386,5.65925284795876,17.87298720829503,5.822680903132827,7.81151461010802,0.6666219893717311,4.548443950788594,0.9724770642201837
54,9.0,38.09734811850996,5.688976333926812,17.825352596285708,5.9717941827945324,7.996000795314674,0.6649965845334153,0.2016483830794759,0.9592105263157896
55,8.0,40.53185026500703,5.670421514479317,17.768377103747717,6.17567634316645,8.177207527388381,0.6554607510103182,5.876804900913143,0.9746514575411914
56,8.0,39.94788172265177,5.603579102207758,17.70204297506095,5.857931335452379,8.648405469794183,0.7356689724167543,1.457608921830805,0.9616613418530352
57,8.0,38.762978637849095,5.488416052568553,17.626329633274953,5.966204373851484,8.211585823604452,0.6871049821171019,3.2505379556274505,0.9497098646034816
58,8.0,38.187535122071786,5.324876950023516,17.54121371763766,6.038969921159432,7.88905093924435,0.6434522519040382,8.206735839216645,0.9698593436034828
59,8.0,39.435860919312425,5.112886405792693,17.446669126994294,6.1910960092406295,8.075262146759805,0.6420377201454464,0.088446226790457,0.9524111675126904
60,8.0,42.51295757370323,4.85235248284454,17.34266706929139,6.355580495103482,8.36789565056934,0.6504859075695647,10.471954502472451,0.9590989922940132
61,8.0,41.344749885051854,4.543171168630406,17.229176117449622,6.111225154758426,8.332939179891705,0.6798183845520505,5.782505658589085,0.9761306532663316
62,8.0,42.00038092010352,4.217729664153786,17.111488267412497,6.33242130980928,8.299157217299099,0.6463765836881262,6.635576269745222,0.957957957957958
63,8.0,42.65467761345001,3.908529509759589,16.99492143490097,6.218904120240545,8.697145619081445,0.699073319068236,6.775615002120341,0.9477958236658932
64,8.0,40.257886033845445,3.615626481351162,16.879481065114074,6.025744443929828,8.364843000490058,0.6935958654666036,3.260475585247128,0.9733163913595934
65,8.0,42.12796269759156,3.3390690758141983,16.76517251306466,6.404818061731223,8.248284379475948,0.6301150483877428,2.51538938472888,0.9733817301875378
