slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity
0,10.0,33.98880431856398,0.3207997613780101,21.60805869900422,6.113334112416066,7.134704750865288,0.5155752974355968,8.69360723410449,0.9770879526977088
1,10.0,33.07798807828121,0.2708643016239854,21.804356544503182,5.972136685722073,6.937230425644018,0.5088054483795901,2.7147050832462085,0.97138437741686
2,10.0,33.61738415479888,0.2207933176933982,21.990742879158752,5.686796203157789,7.347587296625162,0.6332254111984652,1.030292286777157,0.9577039274924471
3,10.0,31.99103103844621,0.1705868830223169,22.167289310210556,5.870969528065037,6.843141876094582,0.513759334635795,16.36298141817774,0.9722001588562352
4,10.0,35.70226546898686,0.120245072284085,22.33406435230369,6.329203120773871,7.145001503053325,0.464025118205636,8.05870935968274,0.9710042432814712
5,10.0,33.89834437903831,0.0697679613970612,22.49113333324332,6.480983197958194,6.702794222430681,0.2551284330361404,3.593955143853912,0.968475073313783
6,10.0,33.77807578347413,0.0191556275323537,22.63855830867604,6.021844423451801,7.121775577442033,0.5338909177294502,0.3382331313176022,0.9651851851851851
7,10.0,34.657114677637026,-0.0315918508784522,22.776397985032936,6.001331660220327,7.311322912994807,0.5711774219557537,17.510767416998203,0.9714703730797366
8,10.0,34.52789281668536,-0.0824743941355725,22.90470765011167,6.189488429757286,6.974258001570466,0.4608543195187818,8.013848946198172,0.95286439448876
9,10.0,31.568760691917763,-0.1334919212633103,23.023539110716992,5.71323931428304,6.892055954942651,0.5593084019307757,15.93484276151438,0.94896331738437
10,10.0,33.61956188134129,-0.1846443500023493,23.1329406368209,6.234811349538676,6.79095635601459,0.3963382263950382,13.746013202879146,0.9627699180938198
11,10.0,33.71228528907132,-0.235931596802055,23.232956911744296,6.185095731568706,6.980616997340663,0.4636124616889653,14.843403615526622,0.9598246895544192
12,10.0,33.162816335527644,-0.2873535768127858,23.32362898790252,5.794770325038828,7.364570346516052,0.6171520610382105,4.150845214814801,0.9691960931630352
13,10.0,32.55994225185161,-0.3389102038782128,23.40499424769621,5.851084566904192,7.143441103897638,0.5736729613674261,8.155131838504015,0.9462285287528006
14,10.0,34.84820427154125,-0.3906013905276493,23.47708636916807,5.911265736086819,7.569469421681477,0.6246124572355674,4.07023960086653,0.9342560553633218
15,10.0,34.05932416194778,-0.44242704796839,23.5399352960835,6.043844952631889,7.103101656671191,0.5253704287605871,9.333565842846362,0.9834834834834836
16,10.0,37.950654374558034,-0.4943870860780646,23.593567212130623,5.791596776858038,8.214479277355169,0.7091606056851771,2.5033723337080858,0.9743762643290628
17,10.0,38.40218235722129,-0.5464814133969976,23.63800451897133,6.22794543774389,7.764615653294238,0.5971994349594717,5.213307409183527,0.9462783171521036
18,10.0,34.869955293179686,-0.5987099371205857,23.67326581791076,6.200830725134589,7.024736985316908,0.4699122794499788,8.260207833034032,0.962936046511628
19,10.0,34.86112202735802,-0.651072563091685,23.699365894987828,6.13968827868247,7.121718212233977,0.506725810991619,8.4013125895259,0.9672250546249088
20,10.0,36.01713970800219,-0.7035691957930115,23.71631570932378,6.019668457136188,7.479400675604451,0.5935019153661173,3.614166178366533,0.9621052631578948
21,10.0,34.271504738237255,-0.7561997383395545,23.724122384600108,5.997312229307391,7.168570577397927,0.5477965655194784,0.9680558088243264,0.9761194029850746
22,10.0,36.83667684820283,-0.8089640924710119,23.722789203570645,6.295698461637516,7.334871408750863,0.5131083145477123,1.164602308524923,0.977731384829506
23,10.0,36.26671737797213,-0.861862158544227,23.712315605546333,6.026525355697946,7.544203055363323,0.6015592182152678,7.55401654633019,0.9759717314487631
24,10.0,35.67586516584374,-0.9148938355256556,23.69269718682416,6.1220179262385255,7.316863593505027,0.5476625435445467,5.543728181892093,0.9584799437016186
25,9.0,33.451601238149664,-0.9680590209838392,23.66392570406531,5.825058115528053,7.25451082109416,0.5960379183784689,13.23340327127616,0.9597615499254843
26,9.0,35.19130075198119,-1.0213576110818996,23.625989080660386,6.2580636375849,7.10802357684082,0.4741909867993397,11.152832536587576,0.9588360539389638
27,9.0,34.06730761188228,-1.07478950057005,23.57887141615315,6.183283032632467,6.951268480138984,0.4568997445502006,5.698812951096055,0.9747023809523808
28,9.0,34.548540539407355,-1.1283545827781252,23.52255299882762,6.032414816132993,7.173182267449143,0.5410859570938394,2.278204937357712,0.979182156133829
29,9.0,35.721669882149016,-1.1820527496081288,23.457010321597306,6.193511841589444,7.279726733202309,0.525508073906735,12.922893859578188,0.9449035812672176
30,9.0,33.80930752580862,-1.2358838915268024,23.38221610136938,5.9332886906638524,7.109343244754487,0.5508931729437729,9.773173412812955,0.9617691154422788
31,9.0,36.75897610336881,-1.289847897558213,23.298139302091545,6.292919410562258,7.332784853511181,0.5133336600039679,19.20143620907174,0.9656593406593408
32,9.0,35.008686899452535,-1.3425122815614263,23.21060806995999,6.21221863789413,7.042760627753229,0.4711163642324674,4.694411875717098,0.981454005934718
33,9.0,36.786232967547605,-1.3924448049097302,23.125479775996244,6.56898682299181,6.967208720588041,0.3332375022514637,4.52626697207927,0.959478021978022
34,9.0,36.812443140384445,-1.4396457322676377,23.042764188543707,6.12405111212448,7.485196929793771,0.5749983773626399,4.389918892332229,0.990084985835694
35,9.0,38.00721720808653,-1.484115332875697,22.962470765315903,6.225076595963969,7.675235972353505,0.5849636093143689,11.212944388111072,0.9512516469038208
36,9.0,36.27709437458942,-1.525853877334122,22.88460865494952,5.989478484692655,7.52966750102769,0.6060189872011519,0.1692538454552411,0.9821683309557776
37,9.0,36.300299397272354,-1.5648616345737614,22.809186698572624,5.8608246113143885,7.7775651492436255,0.6573850945954076,10.494932296633143,0.9471516815374056
38,9.0,36.32266403719914,-1.6011388690142407,22.73621343138243,6.025883734136843,7.510424356665849,0.5968732164190398,3.4823519740433446,0.9829302987197724
39,9.0,39.404121268577455,-1.6346858379091067,22.665697084227357,6.170057106180533,8.098766082280267,0.6477521855905417,1.1570992003420248,0.9863636363636364
40,9.0,42.443537946751896,-1.665502788877799,22.59764558518801,6.475991398243817,8.202621297027742,0.6137476578008698,4.250934672154575,0.9677033492822966
41,9.0,39.636389148047485,-1.693589957624246,22.532066561152234,6.19224518749073,8.112111063219018,0.6460052267482346,4.4218565630742495,0.966984126984127
42,9.0,42.01352867239167,-1.7189475658419098,22.46896733937897,6.448046041019332,8.278409338380532,0.6271496939879554,11.53114661532863,0.966686496133254
