slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity,torsion
0,11.0,34.33406673169456,2.5510370563655345,19.04223132881226,5.295080703107717,8.129958810115108,0.7588157318258367,0.9691139041921828,0.9573842762674504,3.953944942122336
1,11.0,36.69672148364788,2.6048299974900484,19.223059727502694,5.473164343272042,8.526019548829678,0.7667571660759851,3.94898060743786,0.9852941176470588,1.7047078206202428
2,11.0,40.600838708517166,2.6573144123936414,19.40014297496735,6.13881312599598,8.556949608036488,0.6966538633904779,6.514843469400333,0.9766871165644172,3.5773657814235875
3,11.0,37.62252540262851,2.708490542815237,19.57350071297072,5.999531876323901,8.079556128080654,0.6697819534401386,4.305352462105364,0.9468223086900128,1.5378977279305162
4,11.0,36.84427302922077,2.758358634997888,19.74315244307155,5.754215325520646,8.282943975818505,0.7192926334671479,3.0322507448325435,0.980191256830601,1.7225370966944846
5,11.0,38.37388584702622,2.806918938889248,19.909117508610752,5.913816152490563,8.246071146466935,0.69689988235161,2.4316907213157744,0.9603896103896103,2.0693360598109685
6,11.0,38.26384086248227,2.854171707363072,20.07141507750792,5.899326639152842,8.153555336253502,0.6902941634562363,4.12683097246033,0.9791666666666666,1.8969731429644285
7,11.0,36.42655011807603,2.9001171954617084,20.23006412584021,5.299029610568544,8.541955859646656,0.7843221071388057,0.0645927202561184,0.973758865248227,2.4269167964222844
8,11.0,37.57637449246883,2.944755659659556,20.38508342217757,5.75093386969608,8.136612567828664,0.7074156792957912,0.6352871270450927,0.9600811907983762,1.6130135433474972
9,11.0,36.3410163255233,2.9880873571474647,20.53649151264833,5.740695311714546,8.026942008715729,0.6989412754414366,3.267016180710583,0.9748075577326802,2.067562753833893
10,10.0,35.470693661599014,3.0301125451380435,20.684306706709965,5.895138248662337,7.736410719524579,0.6475771760230716,1.4559813537060935,0.9501730103806229,1.2533161157264168
11,10.0,37.299287773007,3.070831480191858,20.82854706359966,6.118335666610991,7.822625572685416,0.6231102418074974,0.2682709937614941,0.9844173441734416,1.8621798598311257
12,10.0,37.23705134823,3.110244417564453,20.96923037944012,5.788957121559284,8.323931929835954,0.7185646919437385,2.365386977530504,0.9785378940308518,2.025030161532538
13,10.0,35.800046754036366,3.1483516105742044,21.10637417497628,5.922201647379984,7.712046551350923,0.640550022316377,0.0563183302320673,0.9774011299435028,3.517850347542073
14,10.0,37.92062878189713,3.18515330999092,21.239995683919187,6.067068129951389,7.839308356900302,0.6332714522880495,4.578809825272524,0.9614617940199336,2.7969152875935355
15,10.0,37.87587262843034,3.2206497634451776,21.37011184187364,6.062135596957069,7.830845475576608,0.6330189911400208,6.084925640911778,0.979011509817197,3.167494537601962
16,10.0,39.61005910041811,3.254841214858367,21.496739275826847,6.149108151585427,8.061044813517775,0.646612663903396,6.69163727546245,0.9543726235741444,3.810847910398097
17,10.0,40.83356726276105,3.287727903893357,21.6198942941759,6.485130173634523,7.920036513217671,0.574040959265584,2.462714539833999,0.9763239875389408,2.199545798121458
18,10.0,41.12691541229575,3.319310065425785,21.739592877272297,6.452262732408711,8.118137767561064,0.6068757948034424,2.563142940628693,0.953377166766288,3.3693375516486213
19,10.0,39.97136265143467,3.349587929035919,21.85585066846233,6.529126321661701,7.819492838856732,0.5502778633026,1.5388249135070593,0.9640644361833952,3.589949197877724
20,10.0,39.332668504642726,3.3785617185210275,21.968682965603044,6.315322044341038,7.96455782377406,0.6093141572436868,0.2569869003716411,0.961128526645768,3.8545031212168315
21,10.0,42.22521758057953,3.406231651428248,22.078104713033447,6.608690182492368,8.066421015684487,0.5733867142428709,11.697988747230196,0.960495283018868,9.46799890474273
22,10.0,42.042330803732426,3.4325979386078864,22.184130493981996,6.326476791845663,8.405746010478245,0.6584346667808603,4.536498238510879,0.9611940298507464,3.454424565916506
23,10.0,39.36971969968799,3.457660783787127,22.28677452339129,6.15227493770395,8.054262795469931,0.645389075267408,1.869770749820007,0.9824104234527689,3.1247224328767143
24,10.0,41.07253001289313,3.481420383164096,22.386050641142084,6.50614491966572,7.888124008077557,0.5654196759298377,2.614715312086523,0.9577205882352942,2.631346448365584
25,10.0,41.6243642344437,3.5038769250222512,22.48197230565892,6.643091318848692,7.90602433143368,0.5421872480774362,2.837136429989445,0.9664429530201344,2.4098153935023157
26,10.0,42.93252072617598,3.52503058936505,22.57455258788052,6.721192747492467,7.98543208904477,0.5399725898310437,4.798065769094911,0.9820359281437124,3.5358209893086374
27,10.0,41.34094161181815,3.544881547570873,22.66380416557869,6.477040797707809,8.03262399010087,0.5914487126206521,0.9824091206388748,0.9845297029702972,4.302430848468364
28,10.0,39.103595495321,3.563429962068144,22.74973931800992,6.207338701262357,8.032659971329684,0.6346943390683881,10.59122353595351,0.9662849872773536,6.418913139988882
