slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity,torsion
1,12.0,34.393190618258544,1.315214433475623,26.215541513298007,5.728399794615207,7.564506536266473,0.6531137990228768,16.301997584974895,0.9749077490774908,9.825227508979177
2,12.0,37.96662379186831,1.3711853616460146,26.452463595520346,5.836555254584556,8.364566734508871,0.7163327867600684,21.81936090473028,0.9659016393442624,10.969567364325403
3,12.0,37.88087500936707,1.4262541530153772,26.68321112925495,5.96464324809947,8.13818240890861,0.68032819706994,25.01434762939049,0.9587696335078534,15.514044586467161
4,12.0,34.21347772521727,1.4804208326453392,26.90784524762103,5.873839318761633,7.350459349494533,0.6012015017735499,1.0560284222083445,0.9856603773584904,11.940030347198283
5,12.0,34.7920991439888,1.53368543330775,27.126426026798416,5.671881710886462,7.737206610040162,0.6801719496211279,7.4167739743661985,0.9624005784526392,7.84817401437537
6,12.0,34.11772384959678,1.5860479950813589,27.339012443158705,5.862518883000026,7.378782047773987,0.6072693212812629,0.9073543283369148,0.9813432835820896,8.546077600451616
7,12.0,35.329519377460485,1.637508564955224,27.54566233404718,6.08742865907359,7.379571435882686,0.565296396208108,6.219170006898129,0.96671388101983,3.137727388427214
8,12.0,35.814976750349764,1.6880671964388745,27.746432361987488,6.096440898440469,7.407241496616924,0.568007878616785,6.395659639157552,0.971106412966878,2.6907447989781814
9,12.0,34.42784830363382,1.7377239491792318,27.941377982090508,5.846478957204247,7.454814144443615,0.6204558786552827,10.618611900710478,0.987369985141159,4.058156162966478
10,12.0,31.19356849773162,1.786478888584302,28.13055341245749,5.572373209390884,7.111557634671044,0.6213266510458657,8.797041580670575,0.9884201819685692,2.674331263997845
11,12.0,33.31273904291242,1.8343320854536584,28.314011607377456,5.619750517019569,7.483523411376208,0.6603746749227359,9.229884951671986,0.9727272727272728,2.966263294809979
12,12.0,32.22982734358986,1.881283615615713,28.49180423312685,5.396097957647819,7.584649046681933,0.7027497871815759,7.813623919728845,0.9704510108864696,3.1227019850942526
13,12.0,33.82266476190966,1.9273335595717849,28.663981646189217,5.71119756786795,7.455515246170838,0.64281341322517,0.9681388639520156,0.9759939984996248,6.647010874896321
14,12.0,33.53524515757769,1.9724820021469756,28.830592873720764,5.993073632245393,7.104635280806839,0.5370837006139033,5.766107935029558,0.975037821482602,4.311045190322623
15,12.0,33.29623805336987,2.016729032147864,28.99168559609629,5.666469809126703,7.438553774352524,0.6478632875179954,12.45216811595174,0.9815668202764976,8.471345190076953
16,12.0,32.41084504804997,2.0600747420269987,29.14730613137861,5.688243239559488,7.31113340873148,0.6282509136003535,0.3042057978667157,0.9873817034700316,5.81194066853724
17,11.0,34.13643326075358,2.1025192275542217,29.29749942156212,5.720446556328171,7.553006554337042,0.6529978229993891,2.357061183598109,0.9734317343173432,4.690594223209199
18,11.0,33.53651872873572,2.1440625874947976,29.44230902044944,5.716577593658757,7.403553022154965,0.6354696707250184,6.675799855073476,0.9765684051398336,4.210212768020367
19,11.0,33.93767552227178,2.184704923294372,29.581777083027177,5.776514629109712,7.485275164873454,0.6359828904875491,8.477602844818835,0.987887963663891,4.733196448809192
20,11.0,34.25001940950886,2.224446338770739,29.71594435621489,6.089876544271629,7.1229131283914136,0.5187029749895139,0.2097852465554784,0.9719142645971914,5.5439452249151735
21,11.0,36.61846912088072,2.263286939812432,29.8448501708674,6.151342262360177,7.495503566265463,0.5714222850148867,7.202557875371929,0.9644079397672828,3.4197281154660772
22,11.0,36.04018415176325,2.301226834084113,29.96853243491839,5.938660334201838,7.755564269324881,0.6431798109396522,5.71702841759215,0.9694019471488178,2.86694622568019
23,11.0,38.20061855459743,2.3382661307387966,30.08702762755912,6.16244838181555,7.758127220997649,0.6075161520448051,4.092332652369414,0.9636483807005948,2.5081104642716414
24,11.0,36.55860606068045,2.374404940136855,30.20037079435251,5.71924922841786,8.001086648529752,0.6993328479288942,0.0745194819195684,0.9844192634560908,5.803739944194642
25,11.0,38.507290493948,2.409643373571846,30.30859554318905,6.203694505817857,7.858345017637855,0.6138456109222796,5.535902820449462,0.9821428571428572,2.2259664724921033
26,11.0,37.5076061696422,2.443981543003124,30.41173404099663,6.140695630147322,7.79229332374668,0.615632896998652,5.062143705430183,0.9616402116402116,2.5089799298789477
27,11.0,34.59613878922184,2.4774195607952483,30.509817011121832,5.731491133747796,7.642938139633888,0.6615588403125982,7.659591085472128,0.9688179840464104,4.530188797056872
28,11.0,36.835413016284,2.509957539464182,30.602873731305763,5.981787786543848,7.778073483313167,0.6391959684897254,1.863630469291414,0.9587280108254398,2.9784138083665788
29,11.0,34.76143523824433,2.5415955914302573,30.690932032182324,5.527504589979716,7.89187631867228,0.713758657283184,2.235419133927874,0.9772893772893771,2.298448289294473
30,11.0,37.39953301427887,2.572333828777924,30.774018296231915,5.911601569711392,7.942235585003236,0.6678329295491376,4.004798119473037,0.968897903989182,2.402365832809951
