slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity
0,10.0,30.55736642939873,6.184018691018555,20.594891004293583,5.359746370493897,7.297964502739911,0.6786810485427173,15.267768408159114,0.9754299754299754
1,10.0,30.99110958767342,6.197735492197493,20.96229166375909,5.198410111321755,7.5329641325397425,0.7237104130140194,9.91187329966613,0.9359683794466404
2,10.0,28.88355220699704,6.210725466610222,21.32197258966531,4.805594205820714,7.450236430617447,0.7641485990466125,12.135787480946195,0.960352422907489
3,10.0,30.565165085994558,6.222988720341829,21.674004626591955,5.084749487102078,7.510662791252907,0.7359652336078168,14.263909838583723,0.981450252951096
4,10.0,28.6345910383124,6.234525353877985,22.01845935210861,4.729348925455092,7.71361631058901,0.7899814461783561,5.956797844404212,0.9623797025371827
5,10.0,28.684655421827088,6.245335462047772,22.35540890200492,4.975512905717574,7.197960197785414,0.722611056674331,8.795065416222354,0.9425087108013938
6,10.0,26.809397152300694,6.25541913396994,22.684925805504022,4.700338333841976,6.989762942101367,0.7401194137029561,9.010634875605714,0.9612403100775194
7,10.0,28.84598780884553,6.264776453002575,23.00708283014152,5.221080155887697,7.03427284343798,0.6701217192560733,13.157182166507967,0.9858532272325377
8,10.0,28.32686094823128,6.273407496696162,23.321952835977605,4.902149432427413,7.444932733890424,0.7526075769198962,5.453777260952102,0.9778761061946902
9,10.0,30.051020366208405,6.281312336750072,23.62960863880081,5.051383056749042,7.324069771754231,0.7240840772400167,11.77824785052134,0.97398091934085
10,10.0,27.085613336363576,6.288491038972431,23.9301228819735,4.5226334095709975,7.466205094062661,0.7956467323862385,6.263602215114223,0.979923518164436
11,10.0,29.287137234342275,6.294943663243387,24.223567916565564,4.969291509479564,7.6759263729072496,0.7621494544019174,0.579484320929604,0.9829642248722316
12,10.0,28.00293926055247,6.300670263481739,24.51001568942058,4.819557898407064,7.333714589300664,0.7537222828481479,4.500698982257555,0.9503105590062112
13,10.0,26.29028395720616,6.305670887615011,24.789537638798794,4.473239390889298,7.160985865793551,0.780879127574917,7.884673735678627,0.9635108481262328
14,10.0,28.22621789496146,6.309945577552829,25.06220459724384,5.010207344426335,7.055128244779996,0.7040331433893814,9.794009427243385,0.9598930481283422
15,10.0,29.03048550032357,6.313494369163732,25.328086701323507,5.117626677584938,7.217019711886951,0.7050865860433377,1.157926646868202,0.958974358974359
16,10.0,29.23437415608298,6.316317292255333,25.58725330790062,5.004216274814034,7.326413858767788,0.730368821813809,0.5060798532618893,0.9588336192109777
17,9.0,29.40144111138044,6.318414370557856,25.839772916596203,4.748515437644786,7.669324089965684,0.7852562631690484,2.345108618090516,0.9576124567474048
18,9.0,32.17134811921037,6.319785621711033,26.08571309811493,5.239389249233554,7.722856536703947,0.7346543377392105,3.345137720197076,0.9755327545382794
19,9.0,29.96321048311738,6.320431057254397,26.32514042811121,4.987335612108841,7.645900853910403,0.7579578834861703,0.0515968307357367,0.9754860524091292
20,9.0,31.07429728868698,6.3203506826209015,26.55812042628326,4.907739541565882,7.881231778386605,0.782439779086826,2.8863526967103788,0.9656019656019657
21,9.0,30.219675379810663,6.319544497133951,26.78471750039238,4.573203662900538,8.199499076686784,0.8300060517180274,2.056123229553647,0.9547359597652976
22,9.0,31.44551058284377,6.318012494007748,27.00499489491458,4.857441086204736,8.199680168115176,0.8056386234276586,3.777921562921081,0.9503154574132492
23,9.0,31.97681096547698,6.3157546603510495,27.21901464404222,5.180405435313931,7.846878219318369,0.7510883918570169,2.926654124348604,0.9528228924980664
