slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity,torsion
2,10.0,1.4174688486704037,-83.86812123493439,-15.906215606302489,2.291774617846742,0.5390846361175202,0.9721930429509932,90.0,0.9607843137254902,53.648456603068134
5,10.0,2.787389183315752,73.23313512196005,48.07501785262718,2.6000332281957457,1.2831266239866048,0.8709838789719005,76.41283546405019,0.9244604316546764,49.65576276294247
6,10.0,17.681118458127383,41.58598531178276,49.70571286197668,4.518747802051572,4.99577641145892,0.417776666344027,19.45673715941837,0.9400871459694988,31.648668572940984
7,10.0,21.15563855109193,-34.5221194504531,46.26324518164528,4.775469533597209,5.6562862522528885,0.5299260754415489,13.185057567327028,0.948034342521464,27.126145876663003
8,10.0,28.447004402464923,-1.8238346066399276,40.85795255792268,5.17125558097957,7.123390472516125,0.6843074404170417,11.560825149585089,0.9537591483699268,15.946826234607604
9,10.0,30.29468847084268,3.0573603682548787,38.42290490753299,5.450502805390488,7.104164874836738,0.6372587328929137,2.8803470418515205,0.9677627337201804,7.757016075962182
10,10.0,29.611550402893087,-1.4180159172027638,39.69236080402151,5.484013321878856,6.917794516662887,0.6049315088924964,8.671525172053952,0.9415335463258786,5.021616250139708
11,10.0,27.396277771608982,0.800863272128761,42.58931922531541,5.364984321452637,6.570398699751511,0.5721024059388325,1.8218005692444963,0.9301609038000684,4.159034438157265
12,10.0,28.65112171820483,2.4391132758832264,45.13973921572185,5.260381620932524,6.938556289160324,0.6481405314761404,7.011140144039226,0.961720867208672,4.091980056334417
13,10.0,25.241609016046663,3.4963651028535367,47.388414519054535,4.584167556929716,7.00590805154025,0.7536738727297734,0.2459478050465303,0.9517660463349792,10.011441353916092
14,10.0,31.08658967933504,3.9748974385594615,46.15223860388524,5.393485292556097,7.377634345945231,0.6788023253223591,2.363519203438325,0.9498164014687882,9.736067157072064
15,10.0,36.17164400536949,3.87638790091698,36.58500645848462,6.386413742140967,7.226298204853077,0.4603885945525681,9.16968949745496,0.946264744429882,8.446924036779874
16,10.0,36.843549162649374,3.200458336153618,32.26693980844418,6.3279429532852784,7.46838628129931,0.525039197527398,32.50666036754478,0.9550999221385932,23.92699685206013
17,10.0,33.08342853452855,2.321163809445835,39.02491124734273,5.808232830429802,7.285436950131426,0.5989368934396495,16.523699714561097,0.951585014409222,8.387032557868386
18,10.0,31.45718156448337,1.6145297009331403,43.262340413986834,5.62008181996811,7.156371073064711,0.6146115101405576,11.271791291097449,0.9562043795620438,5.332158148669352
19,10.0,31.488486701141568,1.0812308512884097,45.656709048657646,5.402348283611956,7.432925795146819,0.6833869436263412,11.9033335813095,0.9712163416898792,5.831477347816878
20,10.0,30.81494427224816,0.7216024617804999,46.58020146419374,5.217492747436556,7.477009202343,0.7132413394752847,13.570930305278612,0.9763427109974424,3.988472552545794
21,10.0,31.64533373162156,0.5357857557744807,46.17162823895556,5.56425558696307,7.276188173316775,0.6402896194381549,11.745179585166875,0.9643835616438357,3.156034603439173
22,10.0,34.03317538582276,0.5238268919121961,44.36996734116796,6.027423762304284,7.251119558454848,0.5503264049707016,4.5954554242189,0.9614735658042745,4.896784893449709
23,10.0,35.744572633931256,0.5637469431046457,42.04149089685116,6.312342738578166,7.2240067496907585,0.4792107464252622,7.360825738608058,0.9591836734693876,2.676723868010999
