slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity
719,8,41.5000411465568,-0.9084865226794973,27.225962892380718,6.272871177256627,8.38850160887151,0.6619802415322151,3.0489829441934506,0.9779274748659476
720,8,41.90209505457703,-0.9544678992392488,27.067329646060045,6.461143560545977,8.257505058720373,0.6184514595154494,10.206649028283138,0.9734691009609834
721,8,42.30414896259725,-1.000449275799001,26.908696399739373,6.649415943835326,8.126508508569236,0.5749226774986838,17.364315112372825,0.9690107270560192
722,8,41.22540154920328,-1.0425120181070815,26.744421514505746,6.457850195290064,8.280905950363248,0.6210626889342653,12.54368257135065,0.9712614431711016
723,8,40.14665413580929,-1.0845747604151623,26.58014662927212,6.266284446744803,8.43530339215726,0.6672027003698469,7.723050030328478,0.973512159286184
724,8,39.82278465087509,-1.124025404871551,26.412051334236388,6.206034510138271,8.490686700246856,0.6824891752480596,5.977498778173842,0.9607609412137434
725,8,39.876354130170775,-1.1621700004020934,26.242045834299606,6.211442479501105,8.496562941484239,0.6823488818475877,5.769488170452988,0.9405087560475413
726,8,39.34734786311482,-1.1990087274756107,26.07009998672316,6.096399330546062,8.5327709353964,0.697212941112629,5.464255052038862,0.9318267996104757
727,8,37.65319010335554,-1.2332357176350772,25.894273443867394,5.7404539449552585,8.62964243465811,0.7420857057086974,4.9645769122381855,0.946285300631684
728,8,35.95903234359626,-1.2674627077945435,25.718446901011625,5.384508559364455,8.726513933919824,0.7869584703047657,4.46489877243751,0.9607438016528924
729,8,36.9955752398638,-1.29777265879466,25.536707630651605,5.597078552241223,8.663879397397562,0.7617946345731759,3.263034164627687,0.9542610591293196
730,8,38.03211813613133,-1.328082609794776,25.35496836029159,5.809648545117991,8.601244860875298,0.736630798841586,2.0611695568178634,0.9477783166057464
731,8,37.7941162052327,-1.355781577952598,25.16922545704468,5.689782636265845,8.663457302576514,0.7513578132970079,2.2278089415984152,0.9473304026582462
732,8,36.918841860750966,-1.382175054689273,24.98148073735432,5.403698776549239,8.78809323338947,0.786030252845936,3.078700322674162,0.9498999029987824
733,8,36.84260064147503,-1.407263220158768,24.79170302952536,5.300244376031501,8.923529465831905,0.8044456189543393,4.577486907736388,0.94115521575199
734,8,38.36442567261069,-1.4297407630939023,24.597859345419177,5.562048893911509,9.080566301533295,0.7903468381816925,7.3720639007715985,0.9097821533305404
735,8,39.88625070374636,-1.452218306029037,24.404015661313,5.823853411791518,9.237603137234686,0.7762480574090457,10.16664089380681,0.8784090909090909
736,7,44.6290022177581,-1.4955298844608935,23.9372633934891,6.334692666203235,9.03307791349202,0.7129138616156753,5.530943878431847,0.9675952245594088
737,7,45.19616869230549,-1.5110646889547643,23.718434962281524,6.396551482819726,9.247590366675226,0.7218232902211782,4.4815795062281465,0.9424031103003696
738,7,45.76333516685287,-1.5265994934486358,23.499606531073947,6.458410299436217,9.462102819858432,0.730732718826681,3.432215134024446,0.9172109960413304
739,7,45.77309712562043,-1.5388127807655427,23.27536356322619,6.39770656625415,9.50914777035817,0.7397094519001726,2.727529026847008,0.935657839627422
740,7,45.64350795544304,-1.550195688788209,23.049766961218385,6.306362195622444,9.514325845187043,0.7487030110906612,2.109012485926136,0.9650144226747966
741,7,45.5748333949736,-1.5590876316733713,22.820049837704147,6.29345344098349,9.4984613045682,0.7489544078241812,2.241570175104985,0.9733181737292734
742,7,45.54676857430948,-1.5663189311335322,22.587585699852283,6.332835097006374,9.46856835365088,0.7433776962530555,2.874844017683648,0.9675867034551516
743,7,45.303908144209046,-1.5718896619750895,22.35233516807996,6.23202287320165,9.629910634245704,0.7581059024338868,3.316349553498606,0.9562287458377604
744,7,44.73885429995416,-1.5749695398887429,22.112905045426928,5.920919829655516,10.078105762108745,0.8032914852426536,3.4702026291680044,0.9364310572054656
745,7,44.138947886969184,-1.5772191496175847,21.87206231078305,5.654077767053798,10.38680321186292,0.8388337449054172,3.378606938340383,0.9250718568420654
746,7,43.39963119906386,-1.5761476866071824,21.62556912817576,5.56427962822974,10.137509949181633,0.8358027119841676,2.3052161815246808,0.9474666095542456
747,7,42.66031451115854,-1.57507622359678,21.379075945568477,5.474481489405682,9.888216686500346,0.8327716790629179,1.231825424708978,0.9698613622664256
748,7,42.17710823103202,-1.5698533915486976,21.125424499005383,5.464755981367759,9.94939771287789,0.8356275265406142,2.2696615145969465,0.9657406462407536
749,7,41.69390195090551,-1.5646305595006151,20.871773052442293,5.455030473329836,10.010578739255434,0.8384833740183106,3.307497604484916,0.9616199302150816
750,7,43.63996438959656,-1.5560865233945664,20.61232075925598,5.566739991253681,10.135534340844115,0.8357106390209577,2.460841796565636,0.9595035431936876
