slice,VertLevel,area,angle_AP,angle_RL,diameter_AP,diameter_RL,eccentricity,orientation,solidity
670,9,43.75344437016186,-0.2429067065088047,22.96900734762872,5.830590705536617,9.416859328186431,0.7852616748130489,2.736088359118137,0.9644308943089432
671,9,42.15857666271185,-0.3506834926166891,23.059279430130825,5.688516221355858,9.386306117348209,0.7951093858260552,2.050823029229459,0.9664467449150688
672,9,40.13574673158176,-0.4564296369256767,23.1479404621712,5.482239183777727,9.379980474268471,0.8112808750385329,1.5309425780481687,0.9735091492308814
673,9,39.72709146899399,-0.5581131640532984,23.23340056717815,5.488044178310633,9.324487282865254,0.8083210631978693,1.1529837015594024,0.95723874344564
674,9,39.721979873541805,-0.6587810368855784,23.31806044042675,5.546869680871299,9.256702204381169,0.8005784260939206,0.8105052187437669,0.9351351351351352
675,9,39.936862668546304,-0.7543695719706834,23.398744625380225,5.6116215746860005,9.178945461030954,0.7911695959335729,3.3266360286421435,0.9451189313552286
676,9,40.522977307470406,-0.8489421310334531,23.4786385629566,5.705023492038146,9.110762018085913,0.7794336867670265,5.409490381544317,0.9565475483699636
677,9,42.59401932207295,-0.9394507860068816,23.55537151102456,5.913025503540072,9.080871776761567,0.7583894615756844,5.759238906461672,0.9737554485632646
678,9,43.25829449338767,-1.027927452347107,23.630533329143184,6.048953018101858,8.924724550292979,0.7339698217486499,6.59338045789058,0.9779679075388352
679,9,41.812419399770654,-1.1133561357375277,23.7033384523378,6.076768787253433,8.57919184610803,0.7044870599680765,8.154111549086824,0.9626872046878104
680,9,42.02114199007456,-1.1957370103235054,23.773800293058308,6.156081791980339,8.52332837582023,0.6916354583108455,7.699981541976135,0.9598422195630012
681,9,43.3329297029924,-1.276086012373188,23.842699945462755,6.2697262870908,8.66057772813053,0.6898712967358426,5.9026108026608295,0.965287712922336
682,9,44.00446757143606,-1.3523717546639449,23.908492244656426,6.243341711253962,8.872413473948935,0.7093002778610332,6.274349257766215,0.9662969767072646
683,9,44.51594297876117,-1.42764168201497,23.973507705547405,6.181949867680301,9.102895818144368,0.7340275446612724,7.188365011476783,0.9661971830985916
684,9,45.2373835907464,-1.4978333962847143,24.034659164054485,6.286163518955225,9.13792783681832,0.7257310078101444,6.040407404582263,0.9619281541740868
685,9,45.75263289025733,-1.567009679752818,24.095041639098486,6.350899050759909,9.192722582893524,0.722738048485673,4.633186778261632,0.95925576952325
686,9,45.443116939871054,-1.6321242400143576,24.15234818029017,6.257722104683636,9.32656823857374,0.7409593992678292,2.1889140742365343,0.962969961967086
687,9,45.61573434477452,-1.6952084198418584,24.208123941922643,6.265205841294917,9.357338531330011,0.7421081860493123,0.671660653124929,0.9674510648133976
688,9,46.51155178261259,-1.755247029018301,24.26160353421629,6.423680601937531,9.233495779700366,0.717648126829786,0.5449361563835715,0.973082533263422
689,9,46.21038389994448,-1.8122408457946049,24.31279706141346,6.354903493617222,9.23648662680577,0.7246524434864118,0.6768441612112037,0.9751392386781128
690,9,45.11122580360557,-1.8672048009708155,24.362466545212964,6.134625139321633,9.324033206401207,0.7526330107271388,0.9811738337514948,0.9748127687359144
691,9,44.22782823824096,-1.9181101093266264,24.409100503950548,5.993861646861953,9.308499946450194,0.7650371017310608,0.8752472051280378,0.9719110653498468
692,9,43.398370805619926,-1.9680007559773367,24.45497558142265,5.872976869861252,9.267196726612568,0.7735470736757813,0.6667565012136419,0.968365553602812
693,8,44.93829206292505,-2.048674398210831,24.53074698805472,6.082176799157689,9.284958287775822,0.7555789255447352,2.911008553126406,0.954874651810585
694,8,44.17735959359731,-2.0946685751992704,24.57509885454607,5.84622789566899,9.509070589496783,0.7873598506519037,2.5784574170380825,0.965644082156688
695,8,44.035025670858765,-2.1380556420368078,24.617519981331316,5.751490954980635,9.616475624280232,0.801356822462434,3.342248164257285,0.9717655146639844
696,8,44.665939931356725,-2.178183821185716,24.657527683483917,5.833268967792706,9.577996575391786,0.7931238526521665,5.476466265610895,0.9720769498727728
697,8,44.51476595823563,-2.2130989725925665,24.693685289425343,5.945229741866165,9.513510699038514,0.7804575403069601,3.764718645461417,0.97673559157037
698,8,45.10413881376203,-2.2454080102966447,24.727921662770555,6.116457564589601,9.469147990664815,0.762979404064211,3.0288401794710405,0.9773287912825902
699,8,47.37012738498818,-2.2738080775306924,24.7592780949761,6.398673794297644,9.471533325116472,0.7369859556601113,5.206191452174645,0.968704305401854
700,8,46.72989645419079,-2.297648482986612,24.78728243684955,6.277475171577245,9.524439406813364,0.7513325575858871,5.379386280562929,0.9716259509309274
701,8,45.74848404685576,-2.3188835551669493,24.81337323434795,6.146383187839621,9.524741634950027,0.7630438924529817,4.70589741126628,0.9754835561810932
702,8,46.47915597366255,-2.335559622660876,24.83611871686578,6.384079292970156,9.290409628380656,0.7251917422848154,3.0731720443876887,0.9710708890452732
703,8,45.71606658807031,-2.348328397981992,24.856001677833028,6.260072980732853,9.323763952410232,0.7392206205594243,3.5654058884776805,0.9750969873663752
704,8,44.61422249979943,-2.3584923586265583,24.873976953244817,6.026734594676285,9.46088465094554,0.7704337602327023,4.80180187341769,0.9822461973130014
705,8,46.77738603969567,-2.363446970549979,24.8881408304153,6.365549287536973,9.357391023130925,0.731596877324231,3.4916581412834797,0.9806252384361364
706,8,47.524262760325136,-2.365145847593023,24.8999251275505,6.4081349619114,9.443455641406535,0.7330874644912254,3.278809377224577,0.984573368356228
707,8,47.13811002554119,-2.3642401367317647,24.90980576065748,6.213737421496819,9.68116685655433,0.7668400277185926,3.943796587625923,0.9929767693138845
708,8,46.67127254515829,-2.357474067447093,24.91540634625268,6.24890110466115,9.519241328081169,0.7541082482737702,4.165018237853313,0.972726741161746
709,8,46.71982070746374,-2.348103276587701,24.919105494163333,6.324922119399713,9.397504714672936,0.7393210640958661,4.639705091628834,0.9634226686374956
710,8,47.41260092312963,-2.335476583759906,24.920427844968295,6.452014798606065,9.32600424509586,0.7219646240016095,5.431223449839518,0.9678010406481048
711,8,47.41630979919143,-2.317640012682652,24.917947700927623,6.367877713001178,9.436273992519055,0.7374735272819105,5.283377828229414,0.961799095959737
712,8,47.19283647622969,-2.29719826771047,24.913565990553227,6.247583354157812,9.55689455655815,0.7564541007285863,5.159322766591852,0.9575671177561934
713,8,46.68726659012184,-2.272848644510799,24.906331771222792,6.107781890040294,9.65277419957898,0.7741616786643726,5.31768981985457,0.9594701516970424
