filename,compression_level,slice(I->S),diameter_AP_ratio,diameter_AP_ratio_PAM50,diameter_AP_ratio_PAM50_normalized
seg/sub-tokyo750w03_T2w_seg.nii.gz,5.0,158,9.167074720350575,9.103795896544831,11.06738750284314
seg/sub-tokyo750w04_T2w_seg.nii.gz,4.0,138,20.887828192904056,21.62892802209913,23.07074915044741
seg/sub-tokyo750w05_T2w_seg.nii.gz,4.0,121,-2.7466711707632374,-4.130529819711204,1.53097089496963
seg/sub-tokyo750w05_T2w_seg.nii.gz,5.0,140,1.9008343783442072,1.3967958188370375,3.06249315470205
seg/sub-tokyoIngenia01_T2w_seg.nii.gz,4.0,140,4.298980311126687,5.090195976073064,6.9979111897154
seg/sub-tokyoIngenia02_T2w_seg.nii.gz,3.0,97,3.320882934393888,3.775245881683476,11.350023666522224
seg/sub-tokyoIngenia02_T2w_seg.nii.gz,4.0,118,15.03611992201478,14.799735721351038,21.08632740753577
seg/sub-tokyoIngenia02_T2w_seg.nii.gz,5.0,138,10.270462945711955,10.449752621575414,15.201465478376797
seg/sub-tokyoIngenia02_T2w_seg.nii.gz,6.0,158,25.286015129680727,25.493011043800685,23.14574102745761
seg/sub-tokyoIngenia03_T2w_seg.nii.gz,3.0,115,6.760538355288737,6.879900820134566,12.668230453961849
seg/sub-tokyoIngenia03_T2w_seg.nii.gz,4.0,137,-0.7613870873423467,-0.0155667005561355,5.590630860554913
seg/sub-tokyoIngenia03_T2w_seg.nii.gz,5.0,159,12.372456711052548,12.252514412244931,14.205505683934716
seg/sub-tokyoIngenia04_T2w_seg.nii.gz,4.0,139,9.540419335275027,8.754648505472817,10.625452244420664
seg/sub-tokyoIngenia05_T2w_seg.nii.gz,4.0,122,-1.7798994640961574,-1.5741891123087104,3.636814260775712
seg/sub-tokyoIngenia05_T2w_seg.nii.gz,5.0,140,-0.9455023067484136,0.7736173928443391,2.9385758685497865
seg/sub-tokyoSkyra02_T2w_seg.nii.gz,4.0,98,5.611062878575968,5.718863075699854,13.36455173691241
seg/sub-tokyoSkyra02_T2w_seg.nii.gz,4.0,119,11.600025735424758,11.284427513097938,18.011703799501166
seg/sub-tokyoSkyra02_T2w_seg.nii.gz,5.0,141,14.240129924554768,14.336400508305246,18.622367570526944
seg/sub-tokyoSkyra02_T2w_seg.nii.gz,6.0,159,-50.88357154214989,-50.71124966576224,-56.675598845557815
seg/sub-tokyoSkyra03_T2w_seg.nii.gz,3.0,117,10.109290548665372,10.318521607830643,15.85949224286366
seg/sub-tokyoSkyra03_T2w_seg.nii.gz,4.0,139,-2.3323547031123715,-1.4584692445981595,4.009851565776678
seg/sub-tokyoSkyra03_T2w_seg.nii.gz,5.0,162,9.721178225654093,10.04197181682237,12.424650061544206
seg/sub-tokyoSkyra04_T2w_seg.nii.gz,4.0,144,12.33397783623168,10.45147483324824,12.379608493613482
seg/sub-tokyoSkyra05_T2w_seg.nii.gz,4.0,120,5.88188106026788,5.269269448553072,10.16186515042584
seg/sub-tokyoSkyra05_T2w_seg.nii.gz,5.0,138,6.485197090814021,6.180037357521229,8.55193641244819
seg/sub-ucdavis02_T2w_seg.nii.gz,5.0,120,6.192595845379046,6.041399454946827,8.239113201436332
seg/sub-ucdavis05_T2w_seg.nii.gz,4.0,105,2.5168512254331032,2.072199077553427,8.190579589531467
seg/sub-ucdavis05_T2w_seg.nii.gz,6.0,140,16.545871253099875,16.057620444888553,16.265646481925945
seg/sub-ucl04_T2w_seg.nii.gz,3.0,141,-4.199113900053608,-2.6730768718667086,-0.1680577460131394
seg/sub-ucl04_T2w_seg.nii.gz,4.0,160,1.3771390774573344,1.289604157849289,2.8471317064409307
seg/sub-ucl05_T2w_seg.nii.gz,4.0,118,-3.4002810874760314,-2.8045517415733467,2.881696011157453
seg/sub-ucl05_T2w_seg.nii.gz,5.0,139,12.267399401724576,12.21405980778144,13.583786160508517
seg/sub-unf01_T2w_seg.nii.gz,5.0,117,3.5986326563774096,3.337816181648212,5.318284392581541
seg/sub-unf02_T2w_seg.nii.gz,4.0,95,-0.3942946363575395,0.2100985441417568,7.405545533379954
seg/sub-unf02_T2w_seg.nii.gz,5.0,115,13.252490321465537,13.67066434348868,17.574729949956446
seg/sub-unf02_T2w_seg.nii.gz,6.0,135,8.242971063724058,8.54845206256144,4.950628033807258
seg/sub-vallHebron07_T2w_seg.nii.gz,4.0,111,13.825733968325338,13.63048121317939,18.19837119386737
seg/sub-vallHebron07_T2w_seg.nii.gz,5.0,134,20.13647906444613,20.700717247785462,22.894295171732
seg/sub-vuiisAchieva01_T2w_seg.nii.gz,3.0,158,10.967365764343928,10.77816940122872,10.9659691963211
seg/sub-vuiisAchieva03_T2w_seg.nii.gz,5.0,117,6.257141006813461,6.221627580145572,8.156175179656145
seg/sub-vuiisAchieva05_T2w_seg.nii.gz,5.0,122,3.673025254443074,4.602691137115988,7.189082476224284
seg/sub-vuiisIngenia02_T2w_seg.nii.gz,4.0,122,7.694371454701388,7.496382974476024,12.404230758809254
seg/sub-vuiisIngenia02_T2w_seg.nii.gz,5.0,141,11.939788379470729,12.117926403790802,14.194243069103141
